"mac_address",rasp,rx,"timestamp",sn
"98:01:A7:B6:B2:BD",1,-42,"10:44:18.936",277
"98:01:A7:B6:B2:BD",1,-43,"10:44:19.151",3854
"98:01:A7:B6:B2:BD",1,-43,"10:44:20.684",3855
"98:01:A7:B6:B2:BD",1,-44,"10:44:22.384",3856
"98:01:A7:B6:B2:BD",1,-43,"10:44:22.740",322
"98:01:A7:B6:B2:BD",1,-43,"10:44:23.528",3858
"98:01:A7:B6:B2:BD",1,-43,"10:44:23.770",369
"98:01:A7:B6:B2:BD",1,-43,"10:44:23.896",432
"98:01:A7:B6:B2:BD",1,-44,"10:44:24.187",458
"98:01:A7:B6:B2:BD",1,-43,"10:44:24.306",533
"98:01:A7:B6:B2:BD",1,-44,"10:44:24.484",597
"98:01:A7:B6:B2:BD",1,-43,"10:44:24.759",680
"98:01:A7:B6:B2:BD",1,-44,"10:44:25.273",3676
"98:01:A7:B6:B2:BD",1,-44,"10:44:25.527",3859
"98:01:A7:B6:B2:BD",1,-43,"10:44:25.802",3860
"98:01:A7:B6:B2:BD",1,-44,"10:44:26.728",730
"98:01:A7:B6:B2:BD",1,-44,"10:44:27.336",3861
"98:01:A7:B6:B2:BD",1,-44,"10:44:27.388",3862
"98:01:A7:B6:B2:BD",1,-44,"10:44:28.146",3863
"98:01:A7:B6:B2:BD",1,-43,"10:44:28.582",3864
"98:01:A7:B6:B2:BD",1,-44,"10:44:29.664",3865
"98:01:A7:B6:B2:BD",1,-44,"10:44:31.843",3866
"98:01:A7:B6:B2:BD",1,-44,"10:44:31.849",777
"98:01:A7:B6:B2:BD",1,-44,"10:44:34.697",827
"98:01:A7:B6:B2:BD",1,-44,"10:44:35.446",3869
"98:01:A7:B6:B2:BD",1,-44,"10:44:36.653",3870
"98:01:A7:B6:B2:BD",1,-43,"10:44:37.701",3871
"98:01:A7:B6:B2:BD",1,-43,"10:44:39.973",3872
"98:01:A7:B6:B2:BD",1,-44,"10:44:40.074",879
"98:01:A7:B6:B2:BD",1,-44,"10:44:41.802",3873
"98:01:A7:B6:B2:BD",1,-43,"10:44:42.806",3874
"98:01:A7:B6:B2:BD",1,-44,"10:44:44.194",3875
"98:01:A7:B6:B2:BD",1,-43,"10:44:45.512",3687
"98:01:A7:B6:B2:BD",1,-43,"10:44:46.507",3877
"98:01:A7:B6:B2:BD",1,-44,"10:44:46.685",3878
"98:01:A7:B6:B2:BD",1,-44,"10:44:47.689",998
"98:01:A7:B6:B2:BD",1,-43,"10:44:49.865",3880
"98:01:A7:B6:B2:BD",1,-45,"10:44:50.638",3882
"98:01:A7:B6:B2:BD",1,-44,"10:44:51.154",3883
"98:01:A7:B6:B2:BD",1,-43,"10:44:51.341",3884
"98:01:A7:B6:B2:BD",1,-43,"10:44:53.101",3885
"98:01:A7:B6:B2:BD",1,-43,"10:44:53.696",3887
"98:01:A7:B6:B2:BD",1,-44,"10:44:54.936",3889
"98:01:A7:B6:B2:BD",1,-43,"10:44:55.394",3890
"98:01:A7:B6:B2:BD",1,-44,"10:44:56.165",3892
"98:01:A7:B6:B2:BD",1,-44,"10:44:57.567",3895
"98:01:A7:B6:B2:BD",1,-43,"10:44:58.129",3896
"98:01:A7:B6:B2:BD",1,-43,"10:44:59.812",3897
"98:01:A7:B6:B2:BD",1,-43,"10:45:00.149",3898
"98:01:A7:B6:B2:BD",1,-43,"10:45:00.829",3899
"98:01:A7:B6:B2:BD",1,-44,"10:45:01.170",3900
"98:01:A7:B6:B2:BD",1,-43,"10:45:01.748",3901
"98:01:A7:B6:B2:BD",1,-44,"10:45:01.899",1110
"98:01:A7:B6:B2:BD",1,-43,"10:45:02.176",3902
"98:01:A7:B6:B2:BD",1,-43,"10:45:02.214",3903
"98:01:A7:B6:B2:BD",1,-43,"10:45:02.569",3905
"98:01:A7:B6:B2:BD",1,-43,"10:45:02.607",3906
"98:01:A7:B6:B2:BD",1,-44,"10:45:02.913",3907
"98:01:A7:B6:B2:BD",1,-44,"10:45:03.122",3908
"98:01:A7:B6:B2:BD",1,-43,"10:45:04.055",3909
"98:01:A7:B6:B2:BD",1,-44,"10:45:05.848",3910
"98:01:A7:B6:B2:BD",1,-43,"10:45:07.044",1170
"98:01:A7:B6:B2:BD",1,-44,"10:45:07.422",3911
"98:01:A7:B6:B2:BD",1,-43,"10:45:08.446",3912
"98:01:A7:B6:B2:BD",1,-44,"10:45:09.125",3913
"98:01:A7:B6:B2:BD",1,-44,"10:45:10.297",3915
"98:01:A7:B6:B2:BD",1,-44,"10:45:10.847",3916
"98:01:A7:B6:B2:BD",1,-43,"10:45:10.909",3917
"98:01:A7:B6:B2:BD",1,-44,"10:45:11.419",3918
"98:01:A7:B6:B2:BD",1,-43,"10:45:11.972",3919
"98:01:A7:B6:B2:BD",1,-43,"10:45:12.330",3920
"98:01:A7:B6:B2:BD",1,-44,"10:45:12.769",3921
"98:01:A7:B6:B2:BD",1,-43,"10:45:13.050",1233
"98:01:A7:B6:B2:BD",1,-43,"10:45:13.683",3922
"98:01:A7:B6:B2:BD",1,-43,"10:45:13.753",3923
"98:01:A7:B6:B2:BD",1,-45,"10:45:14.121",3924
"98:01:A7:B6:B2:BD",1,-43,"10:45:14.561",3925
"98:01:A7:B6:B2:BD",1,-43,"10:45:15.959",1269
"98:01:A7:B6:B2:BD",1,-44,"10:45:17.820",3928
"98:01:A7:B6:B2:BD",1,-45,"10:45:17.940",3929
"98:01:A7:B6:B2:BD",1,-43,"10:45:17.954",3930
"98:01:A7:B6:B2:BD",1,-43,"10:45:19.298",3931
"98:01:A7:B6:B2:BD",1,-43,"10:45:19.878",3932
"98:01:A7:B6:B2:BD",1,-45,"10:45:20.399",3933
"98:01:A7:B6:B2:BD",1,-43,"10:45:20.490",3934
"98:01:A7:B6:B2:BD",1,-43,"10:45:20.493",1317
"98:01:A7:B6:B2:BD",1,-43,"10:45:21.305",3935
"98:01:A7:B6:B2:BD",1,-44,"10:45:21.417",3936
"98:01:A7:B6:B2:BD",1,-43,"10:45:22.628",1357
"98:01:A7:B6:B2:BD",1,-44,"10:45:23.002",3938
"98:01:A7:B6:B2:BD",1,-43,"10:45:23.160",3939
"98:01:A7:B6:B2:BD",1,-43,"10:45:23.594",3940
"98:01:A7:B6:B2:BD",1,-44,"10:45:23.867",3941
"98:01:A7:B6:B2:BD",1,-43,"10:45:26.513",1706
"98:01:A7:B6:B2:BD",1,-44,"10:45:28.357",1759
"98:01:A7:B6:B2:BD",1,-44,"10:45:29.102",3942
"98:01:A7:B6:B2:BD",1,-44,"10:45:29.399",3943
"98:01:A7:B6:B2:BD",1,-43,"10:45:29.642",3944
"98:01:A7:B6:B2:BD",1,-43,"10:45:30.329",3945
"98:01:A7:B6:B2:BD",1,-43,"10:45:30.839",3946
"98:01:A7:B6:B2:BD",1,-44,"10:45:30.955",3947
"98:01:A7:B6:B2:BD",1,-44,"10:45:31.188",3948
"98:01:A7:B6:B2:BD",1,-43,"10:45:31.548",3949
"98:01:A7:B6:B2:BD",1,-43,"10:45:32.306",3950
"98:01:A7:B6:B2:BD",1,-43,"10:45:33.403",3951
"98:01:A7:B6:B2:BD",1,-42,"10:45:33.958",1807
"98:01:A7:B6:B2:BD",1,-43,"10:45:34.447",3952
"98:01:A7:B6:B2:BD",1,-44,"10:45:34.620",3953
"98:01:A7:B6:B2:BD",1,-44,"10:45:35.848",3954
"98:01:A7:B6:B2:BD",1,-43,"10:45:36.007",3955
"98:01:A7:B6:B2:BD",1,-43,"10:45:36.397",1849
"98:01:A7:B6:B2:BD",1,-44,"10:45:37.370",3956
"98:01:A7:B6:B2:BD",1,-43,"10:45:38.613",3957
"98:01:A7:B6:B2:BD",1,-43,"10:45:39.353",1892
"98:01:A7:B6:B2:BD",1,-44,"10:45:40.712",3958
"98:01:A7:B6:B2:BD",1,-44,"10:45:43.023",3959
"98:01:A7:B6:B2:BD",1,-43,"10:45:43.236",3960
"98:01:A7:B6:B2:BD",1,-43,"10:45:44.500",3961
"98:01:A7:B6:B2:BD",1,-43,"10:45:44.511",3962
"98:01:A7:B6:B2:BD",1,-42,"10:45:46.405",1962
"98:01:A7:B6:B2:BD",1,-43,"10:45:46.772",3963
"98:01:A7:B6:B2:BD",1,-43,"10:45:48.652",3964
"98:01:A7:B6:B2:BD",1,-43,"10:45:49.822",3771
"98:01:A7:B6:B2:BD",1,-44,"10:45:50.912",3782
"98:01:A7:B6:B2:BD",1,-43,"10:45:51.801",3965
"98:01:A7:B6:B2:BD",1,-44,"10:45:54.714",3967
"98:01:A7:B6:B2:BD",1,-45,"10:45:54.728",3968
"98:01:A7:B6:B2:BD",1,-44,"10:45:55.205",3970
"98:01:A7:B6:B2:BD",1,-44,"10:45:55.475",3971
"98:01:A7:B6:B2:BD",1,-44,"10:45:56.585",3972
"98:01:A7:B6:B2:BD",1,-44,"10:45:58.830",3974
"98:01:A7:B6:B2:BD",1,-43,"10:46:01.708",3977
"98:01:A7:B6:B2:BD",1,-51,"10:46:02.704",3978
"98:01:A7:B6:B2:BD",1,-43,"10:46:03.052",3979
"98:01:A7:B6:B2:BD",1,-43,"10:46:03.208",2173
"98:01:A7:B6:B2:BD",1,-45,"10:46:04.237",3980
"98:01:A7:B6:B2:BD",1,-43,"10:46:05.883",3981
"98:01:A7:B6:B2:BD",1,-44,"10:46:07.182",2226
"98:01:A7:B6:B2:BD",1,-43,"10:46:08.073",3982
"98:01:A7:B6:B2:BD",1,-44,"10:46:08.567",3983
"98:01:A7:B6:B2:BD",1,-44,"10:46:09.272",2274
